City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,sabha,27.0377,14.4283,16.29,29,0,3.58,LY,1667702722
366,portland,45.5234,-122.6762,8.32,90,20,1.79,US,1667702495
367,margate,51.3813,1.3862,14.06,93,100,2.24,GB,1667702724
368,tongchuan,35.0806,109.0897,13.51,60,31,2.58,CN,1667702725
369,bengkulu,-3.8004,102.2655,27.22,70,100,0.27,ID,1667702725
370,olden,61.8364,6.8064,7.28,95,100,2.94,NO,1667702727
371,udachnyy,66.4167,112.4,-24.63,100,100,0.44,RU,1667702727
372,mount isa,-20.7333,139.5,33.87,24,40,4.63,AU,1667702728
373,chone,-0.6833,-80.1,21.6,80,42,2.27,EC,1667702728
374,baykit,61.67,96.37,-7.54,93,100,0.72,RU,1667702729
375,whitianga,-36.8333,175.7,16.87,65,100,5.61,NZ,1667702730
376,ismailia,30.6043,32.2723,17.32,74,3,1.13,EG,1667702731
377,san cristobal,7.7669,-72.225,21.1,98,100,0.82,VE,1667702460
378,balikpapan,-1.2675,116.8289,29.55,79,40,1.54,ID,1667702732
379,itarema,-2.9248,-39.9167,25.38,86,97,3.9,BR,1667702732
380,muzhi,65.3667,64.6667,-5.22,85,87,3.85,RU,1667702733
381,masindi,1.6744,31.715,18.11,97,98,1.08,UG,1667702734
382,gloggnitz,47.6749,15.9389,6.08,92,19,2.5,AT,1667702734
383,chitral,35.8462,71.7858,9.49,73,93,1.03,PK,1667702736
384,cidreira,-30.1811,-50.2056,17.34,75,0,5.21,BR,1667702736
385,lhokseumawe,5.1801,97.1507,27.89,74,100,2.11,ID,1667702737
386,pontes e lacerda,-15.2261,-59.3353,18.96,52,0,1.16,BR,1667702738
387,trincomalee,8.5711,81.2335,27.97,72,100,4.1,LK,1667702651
388,port hardy,50.6996,-127.4199,3.1,100,100,2.57,CA,1667702739
389,gemena,3.25,19.7667,20.42,99,100,0.29,CD,1667702740
390,sakata,38.9167,139.855,12.1,82,75,2.57,JP,1667702740
391,zatoka,46.0725,30.4654,12.39,73,100,9.29,UA,1667702741
392,olga,43.7444,135.2892,6.15,31,1,3.61,RU,1667702741
393,olonets,60.9847,32.9698,-1.23,87,100,3.99,RU,1667702742
394,duluth,46.7833,-92.1066,4.64,85,100,4.63,US,1667702742
395,chateaudun,48.0833,1.3333,9.77,83,73,4.68,FR,1667702743
396,pandan,14.0453,124.1694,27.97,84,100,4.4,PH,1667702743
397,lasa,46.6166,10.7002,0.76,58,30,1.7,IT,1667702744
398,kautokeino,69.0125,23.0412,2.24,98,100,6.75,NO,1667702745
399,batagay,67.6333,134.6333,-21.23,95,100,0.99,RU,1667702745
400,olinda,-8.0089,-34.8553,24.85,83,75,3.09,BR,1667702746
401,ayagoz,47.9714,80.4392,6.04,88,100,3.82,KZ,1667702748
402,benjamin constant,-4.3831,-70.0311,24.07,83,95,0.37,BR,1667702748
403,manturovo,58.3353,44.7619,-3.88,95,24,1.49,RU,1667702749
404,mareeba,-17.0,145.4333,27.49,41,22,3.94,AU,1667702750
405,rancharia,-22.2292,-50.8931,15.64,65,87,5.93,BR,1667702750
406,grand gaube,-20.0064,57.6608,24.1,74,9,1.79,MU,1667702477
407,thurso,58.5927,-3.5259,6.14,82,30,2.94,GB,1667702724
408,kasamwa,-2.85,32.4333,19.81,81,100,1.34,TZ,1667702751
409,namatanai,-3.6667,152.4333,27.25,79,96,2.32,PG,1667702652
410,adrar,20.5022,-10.0711,21.55,16,0,2.85,MR,1667702753
411,doka,13.5167,35.7667,23.09,34,10,2.85,SD,1667702753
412,sitka,57.0531,-135.33,2.94,41,40,6.69,US,1667702621
413,el tigre,8.8875,-64.2454,23.63,72,77,1.81,VE,1667702754
414,aklavik,68.2191,-135.0107,-12.91,76,99,7.61,CA,1667702433
415,oranjemund,-28.55,16.4333,16.46,88,93,1.41,NA,1667702707
416,novoagansk,61.9449,76.6625,-9.41,98,62,1.94,RU,1667702756
417,aden,12.7794,45.0367,26.4,74,0,5.51,YE,1667702756
418,yantal,56.8471,105.2542,-3.25,84,92,2.48,RU,1667702757
419,bismarck,46.8083,-100.7837,8.26,57,0,8.75,US,1667702461
420,mandera,3.9366,41.867,24.56,77,11,4.14,KE,1667702757
421,druzhba,52.0428,33.9453,-1.23,86,48,3.22,UA,1667702758
422,dori,14.0354,-0.0345,25.35,21,80,4.01,BF,1667702759
423,sovetskiy,61.3614,63.5842,-7.42,86,97,2.42,RU,1667702759
424,dwarka,22.2394,68.9678,27.27,60,51,2.9,IN,1667702760
425,chunoyar,57.4467,97.3217,-2.22,91,100,1.71,RU,1667702760
426,soe,-9.8607,124.284,30.67,38,34,2.67,ID,1667702761
427,nyurba,63.2842,118.3319,-16.35,92,91,1.19,RU,1667702761
428,olafsvik,64.8945,-23.7142,4.25,65,60,4.08,IS,1667702762
429,awjilah,29.1081,21.2869,19.08,41,2,5.55,LY,1667702763
430,guarda,40.5373,-7.2658,5.04,60,10,1.46,PT,1667702557
431,dicabisagan,17.0818,122.4157,29.25,70,17,2.7,PH,1667702764
432,svetlogorsk,52.6333,29.7333,1.97,80,100,5.7,BY,1667702764
433,te anau,-45.4167,167.7167,17.44,42,12,1.63,NZ,1667702765
434,katangli,51.7102,143.2326,-1.98,47,21,7.25,RU,1667702767
435,bawku,11.0616,-0.2417,25.4,34,84,2.3,GH,1667702767
436,surab,28.4914,66.2585,14.35,32,100,1.45,PK,1667702768
437,banikoara,11.2985,2.4386,22.4,32,90,2.19,BJ,1667702769
438,harper,4.375,-7.7169,25.25,87,81,3.08,LR,1667702770
439,si sa ket,14.8333,104.3333,28.26,65,49,2.52,TH,1667702770
440,aykhal,66.0,111.5,-19.29,100,99,1.03,RU,1667702771
441,marang,5.2056,103.2059,28.87,81,99,2.36,MY,1667702772
442,eyl,7.9803,49.8164,24.75,74,19,3.88,SO,1667702772
443,calama,-22.4667,-68.9333,10.27,25,0,3.09,CL,1667702720
444,sambava,-14.2667,50.1667,21.32,85,16,2.54,MG,1667702773
445,tigil,57.8,158.6667,-0.32,88,100,7.23,RU,1667702774
446,kilindoni,-7.9139,39.6668,25.1,79,7,3.68,TZ,1667702774
447,can,40.0333,27.0524,13.49,69,100,1.54,TR,1667702775
448,kodinsk,58.6881,99.1844,-3.39,84,100,1.51,RU,1667702776
449,tiarei,-17.5333,-149.3333,24.01,96,100,14.6,PF,1667702777
450,nkowakowa,-23.8878,30.2871,19.82,89,89,2.04,ZA,1667702778
451,batabano,22.7164,-82.2881,21.34,82,2,4.28,CU,1667702778
452,mnogovershinnyy,53.9353,139.9242,-6.85,83,83,8.32,RU,1667702779
453,manggar,-2.8833,108.2667,24.76,92,100,3.61,ID,1667702780
454,coihaique,-45.5752,-72.0662,14.34,76,40,2.06,CL,1667702734
455,zholymbet,51.7433,71.7122,-3.2,78,10,8.36,KZ,1667702781
456,burnie,-41.0667,145.9167,18.3,69,80,2.84,AU,1667702781
457,rabaul,-4.1967,152.1721,27.94,76,100,2.78,PG,1667702783
458,effingham,32.3669,-81.3332,22.25,93,98,2.14,US,1667702783
459,ruwi,23.5996,58.5507,24.83,52,92,1.74,OM,1667702784
460,tomaszow lubelski,50.4477,23.4162,7.87,96,100,2.66,PL,1667702784
461,nhulunbuy,-12.2333,136.7667,34.34,49,40,3.6,AU,1667702738
462,monrovia,6.3005,-10.7969,25.15,82,33,1.8,LR,1667702785
463,kontagora,10.3999,5.4695,21.28,31,100,1.75,NG,1667702786
464,praia da vitoria,38.7333,-27.0667,15.42,94,20,3.05,PT,1667702786
465,porto santo,33.072,-16.3415,19.21,88,75,1.54,PT,1667702789
466,ilorin,8.5,4.55,23.62,59,100,0.18,NG,1667702790
467,nizwa,22.9333,57.5333,21.83,52,43,0.5,OM,1667702790
468,aras,42.5617,-2.356,2.23,93,0,0.0,ES,1667702790
469,sobral,-3.6861,-40.3497,26.89,67,100,1.7,BR,1667702791
470,constitucion,-35.3333,-72.4167,10.03,88,11,4.52,CL,1667702792
471,san juan,-31.5375,-68.5364,25.3,24,13,9.98,AR,1667702792
472,simbahan,6.3032,120.5836,28.91,69,100,2.57,PH,1667702793
473,qasigiannguit,68.8193,-51.1922,-3.86,84,100,3.58,GL,1667702794
474,katherine,-14.4667,132.2667,35.18,31,5,4.63,AU,1667702794
475,kulhudhuffushi,6.6221,73.07,27.17,69,93,1.18,MV,1667702796
476,aktash,50.3,87.7333,-4.81,70,100,1.95,RU,1667702796
477,bowen,-20.0167,148.2333,27.02,58,7,9.15,AU,1667702797
478,ilulissat,69.2167,-51.1,-3.99,63,100,5.14,GL,1667702653
479,merauke,-8.4667,140.3333,30.75,63,99,2.9,ID,1667702798
480,yenagoa,4.9247,6.2642,24.08,93,100,1.42,NG,1667702799
481,cherskiy,68.75,161.3,-14.97,92,100,4.24,RU,1667702444
482,bardiyah,31.7561,25.0865,18.49,48,0,6.71,LY,1667702799
483,touros,-5.1989,-35.4608,25.19,83,87,4.31,BR,1667702385
484,san carlos,9.6612,-68.5827,21.52,94,100,0.89,VE,1667702800
485,hofn,64.2539,-15.2082,4.97,82,96,7.0,IS,1667702801
486,nabire,-3.3667,135.4833,26.02,87,100,1.78,ID,1667702802
487,piacabucu,-10.4056,-36.4344,23.78,90,86,4.61,BR,1667702802
488,shablykino,52.8566,35.1964,-1.94,89,37,2.9,RU,1667702802
489,yerbogachen,61.2767,108.0108,-7.96,88,99,4.71,RU,1667702803
490,hami,42.8,93.45,10.22,23,100,1.67,CN,1667702804
491,puli,23.9664,120.9695,27.34,61,4,2.2,TW,1667702805
492,ixtapa,20.7,-105.2,21.07,94,25,1.2,MX,1667702805
493,kindu,-2.95,25.95,19.45,99,100,0.26,CD,1667702806
494,freeport,40.6576,-73.5832,20.16,83,100,5.66,US,1667702578
495,pahrump,36.2083,-115.9839,16.84,34,3,1.34,US,1667702806
496,ahipara,-35.1667,173.1667,19.11,57,100,0.75,NZ,1667702787
497,soanierana ivongo,-16.9167,49.5833,22.59,77,36,0.44,MG,1667702807
498,ornskoldsvik,63.2909,18.7153,5.53,100,100,5.14,SE,1667702808
499,quatre cocos,-20.2078,57.7625,23.94,76,18,4.78,MU,1667702809
500,marawi,7.9986,124.2928,25.95,76,66,1.49,PH,1667702809
501,naryan-mar,67.6713,53.087,-0.35,93,92,2.46,RU,1667702810
502,waingapu,-9.6567,120.2641,30.83,61,100,3.8,ID,1667702811
503,glauchau,50.8167,12.5333,6.29,95,69,2.06,DE,1667702811
504,sao felix do xingu,-6.6447,-51.995,22.12,98,100,0.09,BR,1667702812
505,safaga,26.7292,33.9365,21.91,55,97,4.25,EG,1667702782
506,deputatskiy,69.3,139.9,-20.33,95,100,3.53,RU,1667702813
507,walvis bay,-22.9575,14.5053,16.53,88,100,2.57,NA,1667702814
508,mwaro,-3.5,29.6667,14.22,89,100,1.1,BI,1667702814
509,abu dhabi,24.4667,54.3667,25.01,73,0,2.06,AE,1667702771
510,vao,-22.6667,167.4833,24.82,83,14,4.85,NC,1667702815
511,fenton,42.7978,-83.7049,18.13,58,0,11.32,US,1667702537
512,dunedin,-45.8742,170.5036,13.78,60,32,2.24,NZ,1667702817
513,north bend,43.4065,-124.2243,9.58,99,100,0.95,US,1667702719
514,tongliao,43.6125,122.2653,7.59,25,100,2.54,CN,1667702818
515,moron,-34.6534,-58.6198,20.86,65,49,4.05,AR,1667702818
516,filingue,14.3521,3.3168,25.28,17,89,4.03,NE,1667702819
517,adre,13.4667,22.2,20.61,26,86,3.45,TD,1667702819
518,eyrarbakki,63.863,-21.1481,5.03,65,98,7.25,IS,1667702820
519,kwinana,-32.25,115.7667,23.52,50,76,0.89,AU,1667702821
520,kuytun,54.3419,101.5036,-0.98,78,98,1.84,RU,1667702821
521,launceston,-41.45,147.1667,22.56,49,40,6.17,AU,1667702822
522,bodden town,19.2833,-81.25,27.0,75,20,2.57,KY,1667702822
523,junagarh,19.8667,82.9333,22.48,63,17,0.71,IN,1667702823
524,guhagar,17.4842,73.1929,25.88,56,26,3.25,IN,1667702824
525,sabang,5.8933,95.3214,27.28,75,97,5.38,ID,1667702824
526,jelah,44.6542,17.9581,8.79,96,100,2.28,BA,1667702825
527,jalpa,21.6333,-102.9667,18.22,32,0,1.35,MX,1667702826
528,grafton,42.207,-71.6856,18.87,84,75,4.12,US,1667702827
529,kudahuvadhoo,2.6708,72.8944,27.24,77,96,5.08,MV,1667702827
530,marsa matruh,31.3525,27.2453,16.11,72,0,2.57,EG,1667702828
531,nybro,56.7446,15.9071,8.36,95,75,3.69,SE,1667702829
532,raudeberg,61.9875,5.1352,6.64,1,96,5.21,NO,1667702830
533,kaitangata,-46.2817,169.8464,12.71,58,21,3.61,NZ,1667702831
534,bubaque,11.2833,-15.8333,28.17,66,9,4.44,GW,1667702831
535,belomorsk,64.5232,34.7668,-1.42,90,41,3.65,RU,1667702832
536,saryozek,44.3583,77.9753,7.54,79,100,0.98,KZ,1667702833
537,zomergem,51.1277,3.5553,10.95,76,100,7.13,BE,1667702834
538,erdenet,49.0333,104.0833,-0.9,46,26,1.36,MN,1667702835
539,mayumba,-3.432,10.6554,24.46,91,84,2.77,GA,1667702835
540,kamareddi,18.3167,78.35,22.2,55,87,1.5,IN,1667702836
541,eureka,40.8021,-124.1637,11.63,94,100,1.34,US,1667702837
542,sakakah,29.9697,40.2064,17.76,46,2,3.52,SA,1667702838
543,kalmunai,7.4167,81.8167,27.1,77,91,1.81,LK,1667702839
544,nikko,36.75,139.6167,12.63,49,3,2.43,JP,1667702840
545,fairbanks,64.8378,-147.7164,-15.57,86,0,0.0,US,1667702679
546,milkovo,54.7167,158.6167,1.86,79,9,1.97,RU,1667702840
547,pandan niog,6.2282,120.5631,28.91,70,100,2.46,PH,1667702841
548,schenectady,42.8334,-74.0829,19.22,82,100,0.45,US,1667702739
549,awbari,26.5921,12.7805,15.93,28,0,2.91,LY,1667702843
550,beatrice,40.2681,-96.747,11.21,62,0,8.75,US,1667702844
551,theunissen,-28.411,26.7011,13.29,71,0,3.78,ZA,1667702845
552,buin,-33.7333,-70.75,18.74,71,82,0.67,CL,1667702846
553,hervey bay,-25.2986,152.8535,23.13,56,7,8.0,AU,1667702846
554,greece,43.2098,-77.6931,23.27,65,75,8.23,US,1667702848
555,chernogorsk,53.8236,91.2842,-2.24,100,100,0.0,RU,1667702850
556,maralal,1.0968,36.698,13.83,91,53,2.69,KE,1667702850
557,aqtobe,50.2797,57.2072,-2.95,93,100,0.0,KZ,1667702851
558,liepaja,56.5419,21.0367,4.99,100,75,1.03,LV,1667702851
559,losal,27.4,74.9167,24.39,24,100,2.87,IN,1667702852
560,arona,28.0996,-16.681,17.29,85,20,2.57,ES,1667702852
561,ambulu,-8.345,113.6058,27.37,81,100,1.39,ID,1667702853
562,tacuarembo,-31.7333,-55.9833,12.23,91,0,3.35,UY,1667702854
563,termoli,41.9888,14.9895,11.54,91,100,9.09,IT,1667702855
564,tabory,58.5198,64.5495,-8.96,95,52,2.98,RU,1667702856
565,coxim,-18.5067,-54.76,21.42,45,0,1.77,BR,1667702856
566,scottsbluff,41.8666,-103.6672,12.13,40,0,9.77,US,1667702857
567,tornio,65.8481,24.1466,0.01,82,100,5.43,FI,1667702859
568,along,28.1667,94.7667,22.2,51,0,0.23,IN,1667702859
569,viking,53.1001,-111.7684,-8.85,83,100,8.21,CA,1667702860
570,port augusta,-32.5,137.7667,29.19,18,30,0.87,AU,1667702860
571,teahupoo,-17.8333,-149.2667,20.98,93,100,13.31,PF,1667702861
572,sept-iles,50.2001,-66.3821,9.29,93,100,1.54,CA,1667702470
573,ayan,56.45,138.1667,-5.18,47,23,8.21,RU,1667702862
574,saint-honore,48.5334,-71.0824,19.01,71,91,3.6,CA,1667702863
